Experiment Index,Model,Sample Size,R²,MAE,RMSE,Accuracy,Explained Variance,MedAE,Max Error,RAE,sMAPE,Bias,PICP,CV,Quantile Loss,Durbin-Watson,SHAP Match Percentage,Top SHAP Features
59,XGBoost,2000,0.9625031061073834,43.82953453063965,68.6220281433167,0.9625811479280593,0.9625811479280593,26.3543701171875,346.253173828125,0.1543927621350095,4.136824831035751,-3.130614547729492,1.0,0.32436937,21.914767265319824,1.9965868442826353,100.0,"{'Annual kilometers': 191.76715, 'Age': 174.3759, 'Business Use': 108.505226, 'State': 88.66666, 'Gender': 15.480912}"
60,XGBoost,5000,0.9640050085412256,43.947680786132814,69.61240990979998,0.9640483420971505,0.9640483420971505,26.622650146484375,446.8299560546875,0.15410908837750106,4.193227237340814,2.415337341308594,1.0,0.34121385,21.973840393066407,1.8045641180598964,100.0,"{'Annual kilometers': 191.24661, 'Age': 164.32684, 'Business Use': 111.97837, 'State': 83.00186, 'Gender': 15.766961}"
61,XGBoost,100,0.7762137060432317,117.07745666503907,148.69629156178434,0.7762144007536641,0.7762144007536641,97.34307861328125,371.7391357421875,0.4319563778963955,12.412081749134293,-0.2619903564453125,1.0,0.25573227,58.53872833251953,1.719825110776762,80.0,"{'Annual kilometers': 156.38211, 'Age': 155.94257, 'Business Use': 77.92329, 'State': 40.812527, 'Year': 15.882321}"
62,XGBoost,1000,0.9586238786662926,51.26345046997071,74.4444312655928,0.958631269179991,0.958631269179991,33.618865966796875,435.638916015625,0.17546307692087032,4.820467435463563,-0.9949348449707032,1.0,0.33599582,25.631725234985353,2.0079594900654274,100.0,"{'Annual kilometers': 187.00237, 'Age': 176.35126, 'Business Use': 112.50154, 'State': 82.84365, 'Gender': 12.409529}"
63,XGBoost,2000,0.968092922257632,43.44271942138672,61.69367262793014,0.9680959104791185,0.9680959104791185,30.525177001953125,301.423583984375,0.15381195398441438,4.333777002110931,0.5970401000976563,1.0,0.325839,21.72135971069336,2.059589494409864,100.0,"{'Annual kilometers': 181.10414, 'Age': 164.49782, 'Business Use': 100.66418, 'State': 85.61071, 'Gender': 14.581522}"
64,XGBoost,5000,0.9697618903091217,38.96239190673828,62.46108088839689,0.9697658054364249,0.9697658054364249,23.61376953125,454.2279052734375,0.13718671346678124,3.8412147785868567,-0.7107307739257812,1.0,0.34138364,19.48119595336914,1.976888644828913,100.0,"{'Annual kilometers': 195.7925, 'Age': 169.76804, 'Business Use': 111.709465, 'State': 88.70144, 'Gender': 16.048424}"
65,XGBoost,100,0.8237001856084909,104.32365264892579,122.48848836272404,0.8266325833826614,0.8266325833826614,107.75143432617188,239.9429931640625,0.45165664840646713,12.195447290353382,15.797224426269532,1.0,0.30381826,52.16182632446289,1.816939042147951,80.0,"{'Age': 165.06277, 'Annual kilometers': 146.41875, 'Business Use': 71.771194, 'State': 51.457508, 'Make Model': 17.341204}"
66,XGBoost,1000,0.9643641458882086,47.46841156005859,72.57843643440205,0.9646538646332294,0.9646538646332294,27.60247802734375,398.10595703125,0.15504304102281072,4.565076647568486,-6.544136047363281,1.0,0.34850162,23.734205780029296,2.0145069575655303,100.0,"{'Annual kilometers': 202.4241, 'Age': 172.81696, 'Business Use': 118.41207, 'State': 80.89147, 'Gender': 14.994501}"
67,XGBoost,2000,0.9768822254553822,35.3670686340332,56.581296564446625,0.9768887144305476,0.9768887144305476,18.3023681640625,299.0955810546875,0.12014599996597179,3.293950962090089,-0.9479554748535156,1.0,0.35074142,17.6835343170166,2.125978898602906,100.0,"{'Annual kilometers': 189.36111, 'Age': 169.30405, 'Business Use': 106.01954, 'State': 82.062004, 'Gender': 14.627977}"
68,XGBoost,5000,0.9714165740094954,37.573485412597655,62.757359034451035,0.9714410472209479,0.9714410472209479,20.40240478515625,425.9261474609375,0.12470065794353356,3.4829748052332916,1.836339599609375,1.0,0.34285635,18.786742706298828,2.067588653658107,100.0,"{'Annual kilometers': 200.6055, 'Age': 172.1251, 'Business Use': 112.061554, 'State': 88.47919, 'Gender': 16.475992}"
